service,action,description,access_level,resource_types,condition_keys,dependent_actions,service_action_combined
iot,DescribeAuditTask,Grants permission to get information about a Device Defender audit,Read,,,,iot:DescribeAuditTask
iot,DescribeAuthorizer,Grants permission to describe an authorizer,Read,authorizer*,,,iot:DescribeAuthorizer
iot,DescribeBillingGroup,Grants permission to get information about the specified billing group,Read,billinggroup*,,,iot:DescribeBillingGroup
iot,DescribeCACertificate,Grants permission to describe a registered CA certificate,Read,cacert*,,,iot:DescribeCACertificate
iot,DescribeCertificate,Grants permission to get information about the specified certificate,Read,cert*,,,iot:DescribeCertificate
iot,DescribeCustomMetric,Grants permission to describe a custom metric that is defined in your AWS account,Read,custommetric*,,,iot:DescribeCustomMetric
iot,DescribeDefaultAuthorizer,Grants permission to describe the default authorizer,Read,,,,iot:DescribeDefaultAuthorizer
iot,DescribeDetectMitigationActionsTask,Grants permission to describe a Device Defender ML Detect mitigation action,Read,,,,iot:DescribeDetectMitigationActionsTask
iot,DescribeDimension,Grants permission to get details about a dimension that is defined in your AWS account,Read,dimension*,,,iot:DescribeDimension
iot,DescribeDomainConfiguration,Grants permission to get information about the domain configuration,Read,domainconfiguration*,,,iot:DescribeDomainConfiguration
iot,DescribeEndpoint,Grants permission to get a unique endpoint specific to the AWS account making the call,Read,,,,iot:DescribeEndpoint
iot,DescribeEventConfigurations,Grants permission to get account event configurations,Read,,,,iot:DescribeEventConfigurations
iot,DescribeFleetMetric,Grants permission to get information about the specified fleet metric,Read,fleetmetric*,,,iot:DescribeFleetMetric
iot,DescribeIndex,Grants permission to get information about the specified index,Read,index*,,,iot:DescribeIndex
iot,DescribeJob,Grants permission to describe a job,Read,job*,,,iot:DescribeJob
iot,DescribeJobExecution,Grants permission to describe a job execution,Read,job,,,iot:DescribeJobExecution
iot,DescribeJobTemplate,Grants permission to describe a job template,Read,jobtemplate*,,,iot:DescribeJobTemplate
iot,DescribeManagedJobTemplate,Grants permission to describe a managed job template,Read,jobtemplate*,,,iot:DescribeManagedJobTemplate
iot,DescribeMitigationAction,Grants permission to get information about a mitigation action,Read,mitigationaction*,,,iot:DescribeMitigationAction
iot,DescribeProvisioningTemplate,Grants permission to get information about a fleet provisioning template,Read,provisioningtemplate*,,,iot:DescribeProvisioningTemplate
iot,DescribeProvisioningTemplateVersion,Grants permission to get information about a fleet provisioning template version,Read,provisioningtemplate*,,,iot:DescribeProvisioningTemplateVersion
iot,DescribeRoleAlias,Grants permission to describe a role alias,Read,rolealias*,,,iot:DescribeRoleAlias
iot,DescribeScheduledAudit,Grants permission to get information about a scheduled audit,Read,scheduledaudit*,,,iot:DescribeScheduledAudit
iot,DescribeSecurityProfile,Grants permission to get information about a Device Defender security profile,Read,securityprofile*,,,iot:DescribeSecurityProfile
iot,DescribeStream,Grants permission to get information about the specified stream,Read,stream*,,,iot:DescribeStream
iot,DescribeThing,Grants permission to get information about the specified thing,Read,thing*,,,iot:DescribeThing
iot,DescribeThingGroup,Grants permission to get information about the specified thing group,Read,thinggroup*,,,iot:DescribeThingGroup
iot,DescribeThingRegistrationTask,Grants permission to get information about the bulk thing registration task,Read,,,,iot:DescribeThingRegistrationTask
iot,DescribeThingType,Grants permission to get information about the specified thing type,Read,thingtype*,,,iot:DescribeThingType
iot,DescribeTunnel,Grants permission to describe a tunnel,Read,tunnel*,,,iot:DescribeTunnel
iot,DetachPolicy,Grants permission to detach a policy from the specified target,Permissions management,cert,,,iot:DetachPolicy
iot,DetachPrincipalPolicy,Grants permission to remove the specified policy from the specified certificate,Permissions management,cert,,,iot:DetachPrincipalPolicy
iot,DetachSecurityProfile,Grants permission to disassociate a Device Defender security profile from a thing group or from this account,Write,securityprofile*,,,iot:DetachSecurityProfile
iot,DetachThingPrincipal,Grants permission to detach the specified principal from the specified thing,Write,,,,iot:DetachThingPrincipal
iot,DisableTopicRule,Grants permission to disable the specified rule,Write,rule*,,,iot:DisableTopicRule
iot,EnableTopicRule,Grants permission to enable the specified rule,Write,rule*,,,iot:EnableTopicRule
iot,GetBehaviorModelTrainingSummaries,Grants permission to fetch a Device Defender's ML Detect Security Profile training model's status,List,securityprofile,,,iot:GetBehaviorModelTrainingSummaries
iot,GetBucketsAggregation,Grants permission to get buckets aggregation for IoT fleet index,Read,index*,,,iot:GetBucketsAggregation
iot,GetCardinality,Grants permission to get cardinality for IoT fleet index,Read,index*,,,iot:GetCardinality
iot,GetEffectivePolicies,Grants permission to get effective policies,Read,cert,,,iot:GetEffectivePolicies
iot,GetIndexingConfiguration,Grants permission to get current fleet indexing configuration,Read,,,,iot:GetIndexingConfiguration
iot,GetJobDocument,Grants permission to get a job document,Read,job*,,,iot:GetJobDocument
iot,GetLoggingOptions,Grants permission to get the logging options,Read,,,,iot:GetLoggingOptions
iot,GetOTAUpdate,Grants permission to get the information about the OTA update job,Read,otaupdate*,,,iot:GetOTAUpdate
iot,GetPercentiles,Grants permission to get percentiles for IoT fleet index,Read,index*,,,iot:GetPercentiles
iot,GetPolicy,Grants permission to get information about the specified policy with the policy document of the default version,Read,policy*,,,iot:GetPolicy
iot,GetPolicyVersion,Grants permission to get information about the specified policy version,Read,policy*,,,iot:GetPolicyVersion
iot,GetRegistrationCode,Grants permission to get a registration code used to register a CA certificate with AWS IoT,Read,,,,iot:GetRegistrationCode
iot,GetRetainedMessage,Grants permission to get the retained message on the specified topic,Read,topic*,,,iot:GetRetainedMessage
iot,GetStatistics,Grants permission to get statistics for IoT fleet index,Read,index*,,,iot:GetStatistics
iot,GetThingShadow,Grants permission to get the thing shadow,Read,thing*,,,iot:GetThingShadow
iot,GetTopicRule,Grants permission to get information about the specified rule,Read,rule*,,,iot:GetTopicRule
iot,GetTopicRuleDestination,Grants permission to get a TopicRuleDestination,Read,destination*,,,iot:GetTopicRuleDestination
iot,GetV2LoggingOptions,Grants permission to get v2 logging options,Read,,,,iot:GetV2LoggingOptions
iot,ListActiveViolations,Grants permission to list the active violations for a given Device Defender security profile or Thing,List,securityprofile,,,iot:ListActiveViolations
iot,ListAttachedPolicies,Grants permission to list the policies attached to the specified thing group,List,,,,iot:ListAttachedPolicies
iot,ListAuditFindings,Grants permission to list the findings (results) of a Device Defender audit or of the audits performed during a specified time period,List,,,,iot:ListAuditFindings
iot,ListAuditMitigationActionsExecutions,Grants permission to get the status of audit mitigation action tasks that were executed,List,,,,iot:ListAuditMitigationActionsExecutions
iot,ListAuditMitigationActionsTasks,Grants permission to get a list of audit mitigation action tasks that match the specified filters,List,,,,iot:ListAuditMitigationActionsTasks
iot,ListAuditSuppressions,Grants permission to list your Device Defender audit suppressions,List,,,,iot:ListAuditSuppressions
iot,ListAuditTasks,Grants permission to list the Device Defender audits that have been performed during a given time period,List,,,,iot:ListAuditTasks
iot,ListAuthorizers,Grants permission to list the authorizers registered in your account,List,,,,iot:ListAuthorizers
iot,ListBillingGroups,Grants permission to list all billing groups,List,,,,iot:ListBillingGroups
iot,ListCACertificates,Grants permission to list the CA certificates registered for your AWS account,List,,,,iot:ListCACertificates
iot,ListCertificates,Grants permission to list your certificates,List,,,,iot:ListCertificates
iot,ListCertificatesByCA,Grants permission to list the device certificates signed by the specified CA certificate,List,,,,iot:ListCertificatesByCA
iot,ListCustomMetrics,Grants permission to list the custom metrics in your AWS account,List,,,,iot:ListCustomMetrics
iot,ListDetectMitigationActionsExecutions,Grants permission to lists mitigation actions executions for a Device Defender ML Detect Security Profile,List,thing,,,iot:ListDetectMitigationActionsExecutions
iot,ListDetectMitigationActionsTasks,Grants permission to list Device Defender ML Detect mitigation actions tasks,List,,,,iot:ListDetectMitigationActionsTasks
iot,ListDimensions,Grants permission to list the dimensions that are defined for your AWS account,List,,,,iot:ListDimensions
iot,ListDomainConfigurations,Grants permission to list the domain configuration created by your AWS account,List,,,,iot:ListDomainConfigurations
iot,ListFleetMetrics,Grants permission to list the fleet metrics in your account,List,,,,iot:ListFleetMetrics
iot,ListIndices,Grants permission to list all indices for fleet index,List,,,,iot:ListIndices
iot,ListJobExecutionsForJob,Grants permission to list the job executions for a job,List,job*,,,iot:ListJobExecutionsForJob
iot,ListJobExecutionsForThing,Grants permission to list the job executions for the specified thing,List,thing*,,,iot:ListJobExecutionsForThing
iot,ListJobTemplates,Grants permission to list job templates,List,,,,iot:ListJobTemplates
iot,ListJobs,Grants permission to list jobs,List,,,,iot:ListJobs
iot,ListManagedJobTemplates,Grants permission to list managed job templates,List,,,,iot:ListManagedJobTemplates
iot,ListMetricValues,Adds support to list metric datapoints collected for IoT devices,List,thing*,,,iot:ListMetricValues
iot,ListMitigationActions,Grants permission to get a list of all mitigation actions that match the specified filter criteria,List,,,,iot:ListMitigationActions
iot,ListNamedShadowsForThing,Grants permission to list all named shadows for a given thing,List,thing*,,,iot:ListNamedShadowsForThing
iot,ListOTAUpdates,Grants permission to list OTA update jobs in the account,List,,,,iot:ListOTAUpdates
iot,ListOutgoingCertificates,Grants permission to list certificates that are being transfered but not yet accepted,List,,,,iot:ListOutgoingCertificates
